"Finished","Q2","Q3","Q3_7_TEXT","Q5_1","Q5_2","Q5_3","Q5_4","Q5_5","Q5_6","Q5_7","Q6_1","Q6_2","Q6_3","Q7_1","Q7_2","Q7_3","Q7_4","Q7_5","Q7_6","Q7_7","Q7_8","Q7_9","Q8_1","Q8_2","Q8_3","Q8_4","Q8_5","Q8_6","Q8_7","Q8_8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q18","Q20","Q21","Q22","Q23_1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q23_9","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q25_7","Q25_8","Q25_9","Q25_10","Q27","Q28","Q28_12_TEXT","Q29","Q29_20_TEXT","Q30_1","Q30_2","Q30_4","Q30_6","Q30_6_TEXT","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q31_10","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q43","SC0"
"TRUE","25","Small Animal","","Somewhat confident","Very confident","Slightly confident","Not at all confident","Not at all confident","Somewhat confident","Somewhat confident","TRUE","TRUE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Don't Know","Inhibition of protein synthesis","Inhibition of nucleic acid synthesis","Don't Know","Inhibition of folic acid synthesis","Don't Know","Bactericidal","Bactericidal","Bactericidal","Don't Know","Don't Know","Don't Know","Bactericidal","Bactericidal","Amikacin","Marbofloxacin","Cephalexin","Don't Know","Marbofloxacin, Ampicillin, Metronidazole","IM florfenicol in a dairy calf with respiratory disease","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Somewhat confident","Very confident","Very confident","Very confident","Very confident","Very confident","Mutation of topoisomerase","Intrinsic resistance, decreased permeability","Intrinsic resistance, drug modification","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","Very confident","Slightly confident","Slightly confident","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,ISCAID Guidelines for the diagnosis and management of bacterial urinary tract infections in dogs and cats",NA,"​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,ISCAID Guidelines for the diagnosis and management of bacterial urinary tract infections in dogs and cats",NA,"40","30","30","0",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","Don't Know","Don't Know","10-day course of amoxicillin-clavulanic acid","Antimicrobials are not required at this time","3-week course of cephalexin","7-day course of amoxicillin-clavulanic acid","Stop the amoxicillin-clavulanic acid and start a 5-day course of trimethoprim-sulfamethoxazole","Antimicrobials are not required at this time","5-day course of IM ceftiofur sodium","Culture all mastitis cows but wait until culture results are received to start treatment. Cattle with gram negative infections or no growth are not treated.","3-day course of IM penicillin, 6 day withhold","Yes","41"
"TRUE","26","Other","","Very confident","Slightly confident","Slightly confident","Not at all confident","Slightly confident","Somewhat confident","Very confident","TRUE","TRUE","FALSE","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Marbofloxacin","Gentamicin","Trimethoprim-Sulfamethoxazole","Don't Know","Don't Know","Oral trimethoprim-sulfamethoxazole to treat a urinary tract infection in a Shih Tzu with chronic mucoid ocular discharge","Slightly confident","Slightly confident","Somewhat confident","Slightly confident","Slightly confident","Somewhat confident","Anaerobic environment","Intrinsic resistance, drug modification","Acquired resistance, target modification","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","Somewhat confident","Not at all confident","Slightly confident","Slightly confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Slightly confident","Slightly confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,AABP Antimicrobial Stewardship Guidelines",NA,"None of these",NA,"15","15","50","20","Compliance issue, water/ environment treatment, agriculture","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","Don't Know","Antimicrobials are not required at this time","10-day course of amoxicillin-clavulanic acid","3-week course of cephalexin","7-day course of amoxicillin-clavulanic acid","Stop the amoxicillin-clavulanic acid and start a 5-day course of enrofloxacin","Antimicrobials are not required at this time","Regional limb perfusion with amikacin","Give all mastitis cows one dose of IMM ceftiofur after taking a milk sample for culture, then modify treatment based on culture results. Cattle with gram negative infections or no growth are not treated.","3-day course of IM penicillin, 6 day withhold","Yes","24"
"FALSE","27","Other","","Very confident","Somewhat confident","Somewhat confident","Slightly confident","Somewhat confident","Very confident","Very confident","TRUE","FALSE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of protein synthesis","Inhibition of nucleic acid synthesis","Inhibition of nucleic acid synthesis","Inhibition of nucleic acid synthesis","Inhibition of nucleic acid synthesis","Inhibition of folic acid synthesis","Inhibition of nucleic acid synthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6"
"FALSE","28","Other","","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FALSE","5","Small Animal","","Very confident","Somewhat confident","Somewhat confident","Somewhat confident","Very confident","Somewhat confident","Somewhat confident","TRUE","TRUE","TRUE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Inhibition of folic acid synthesis","Inhibition of nucleic acid synthesis","Inhibition of protein synthesis","Inhibition of protein synthesis","Inhibition of nucleic acid synthesis","Inhibition of nucleic acid synthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6"
"FALSE","29","Other","","Very confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Slightly confident","Slightly confident","Don't Know","TRUE","FALSE","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Somewhat confident","Not at all confident","Somewhat confident","Not at all confident","Somewhat confident","Slightly confident","Don't Know","Don't Know","Don't Know","Don't Know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"FALSE","30","Small Animal","","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","TRUE","TRUE","TRUE","Inhibition of cell wall synthesis","Inhibition of protein synthesis","Inhibition of nucleic acid synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"FALSE","22","Small Animal","","Very confident","Slightly confident","Somewhat confident","Slightly confident","Slightly confident","Somewhat confident","Not at all confident","TRUE","TRUE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Inhibition of protein synthesis","Inhibition of protein synthesis","Inhibition of nucleic acid synthesis","Inhibition of protein synthesis","Inhibition of nucleic acid synthesis","Inhibition of protein synthesis","Bactericidal","Bactericidal","Bactericidal","Bacteriostatic","Bactericidal","Bacteriostatic","Don't Know","Bacteriostatic","Cefovecin","Marbofloxacin","Don't Know","Clindamycin","Marbofloxacin, Ampicillin, Metronidazole","Don't Know","Don't Know","Slightly confident","Not at all confident","Slightly confident","Not at all confident","Not at all confident","Somewhat confident","Don't Know","Intrinsic resistance, decreased permeability","Acquired resistance, target modification","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not Sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31"
"FALSE","31","Small Animal","","Slightly confident","Slightly confident","Slightly confident","Not at all confident","Slightly confident","Slightly confident","Very confident","TRUE","TRUE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"FALSE","32","Other","","Very confident","Somewhat confident","Somewhat confident","Slightly confident","Slightly confident","Somewhat confident","Somewhat confident","TRUE","TRUE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"FALSE","33","Other","","Very confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","TRUE","FALSE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Inhibition of folic acid synthesis","Inhibition of protein synthesis","Don't Know","Inhibition of nucleic acid synthesis","Inhibition of nucleic acid synthesis","Inhibition of protein synthesis","Bactericidal","Bactericidal","Bacteriostatic","Bactericidal","Bactericidal","Bactericidal","Bactericidal","Bactericidal","Amikacin","Erythromycin","Cephalexin","Enrofloxacin","Marbofloxacin, Ampicillin, Metronidazole","SQ tilmicosin in beef calves with bovine respiratory disease that cannot be safely restrained","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat confident","Very confident","Somewhat confident","Don't Know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15"
"FALSE","34","Small Animal","","Very confident","Very confident","Very confident","Somewhat confident","Somewhat confident","Somewhat confident","Very confident","TRUE","TRUE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"FALSE","35","Small Animal","","Very confident","Slightly confident","Slightly confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","TRUE","TRUE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"FALSE","36","Small Animal","","Not at all confident","Somewhat confident","Somewhat confident","Not at all confident","Not at all confident","Not at all confident","Somewhat confident","TRUE","TRUE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"FALSE","37","Other","","Somewhat confident","Somewhat confident","Slightly confident","Slightly confident","Not at all confident","Slightly confident","Somewhat confident","TRUE","TRUE","FALSE","Don't Know","Inhibition of cell wall synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Bactericidal","Bactericidal","Bacteriostatic","Don't Know","Don't Know","Don't Know","Bacteriostatic","Don't Know","Erythromycin","Don't Know","Don't Know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8"
"FALSE","38","Other","","Very confident","Somewhat confident","Slightly confident","Somewhat confident","Slightly confident","Somewhat confident","Very confident","FALSE","TRUE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of protein synthesis","Inhibition of protein synthesis","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of protein synthesis","Inhibition of nucleic acid synthesis","Don't Know","Bactericidal","Bactericidal","Bactericidal","Bactericidal","Bactericidal","Bacteriostatic","Bacteriostatic","Bacteriostatic","Chloramphenicol","Marbofloxacin","Gentamicin","Enrofloxacin","Ampicillin, Cefazolin, Colistin","IV amikacin in a foal with septicemia due to pyelonephritis","Oral doxycycline in a pregnant queen to treat an upper respiratory tract infection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14"
"FALSE","39","Small Animal","","Somewhat confident","Somewhat confident","Slightly confident","Somewhat confident","Somewhat confident","Slightly confident","Slightly confident","TRUE","TRUE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Inhibition of nucleic acid synthesis","Inhibition of folic acid synthesis","Inhibition of folic acid synthesis","Inhibition of protein synthesis","Inhibition of nucleic acid synthesis","Inhibition of nucleic acid synthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7"
"FALSE","40","Other","","Somewhat confident","Slightly confident","Not at all confident","Slightly confident","Not at all confident","Slightly confident","Somewhat confident","TRUE","TRUE","FALSE","Don't Know","Inhibition of cell wall synthesis","Inhibition of cell wall synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Bactericidal","Bactericidal","Bactericidal","Bactericidal","Don't Know","Don't Know","Don't Know","Bacteriostatic","Amikacin","Erythromycin","Cephalexin","Enrofloxacin","Metronidazole, Gentamicin, Florfenicol","IM florfenicol in a dairy calf with respiratory disease","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Very confident","Very confident","Very confident","Very confident","Very confident","Very confident","Production of an enzyme that modifies the drug","Intrinsic resistance, decreased permeability","Acquired resistance, target modification","Intrinsic resistance, drug degradation","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","Very confident","Somewhat confident","Somewhat confident","Slightly confident","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Very confident","Yes","​​​​​​AVMA Antimicrobial Stewardship Definition and Core Principles,AVMA Judicious Therapeutic Use of Antimicrobials,ACVIM Consensus Statement on Therapeutic Antimicrobial Use in Animals and Antimicrobial Resistance,AABP Antimicrobial Stewardship Guidelines",NA,"None of these",NA,"20","30","50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23"
"FALSE","41","Small Animal","","Very confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","TRUE","TRUE","TRUE","Inhibition of cell wall synthesis","Inhibition of cell wall synthesis","Inhibition of protein synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Bactericidal","Bacteriostatic","Bactericidal","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Amikacin","Don't Know","Cephalexin","Enrofloxacin","Marbofloxacin, Ampicillin, Metronidazole","Don't Know","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9"
"FALSE","42","Small Animal","","Very confident","Somewhat confident","Slightly confident","Somewhat confident","Slightly confident","Slightly confident","Very confident","TRUE","TRUE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Inhibition of folic acid synthesis","Inhibition of folic acid synthesis","Inhibition of nucleic acid synthesis","Don't Know","Inhibition of protein synthesis","Inhibition of protein synthesis","Bactericidal","Bactericidal","Bactericidal","Bacteriostatic","Bactericidal","Bacteriostatic","Bactericidal","Bacteriostatic","Amikacin","Erythromycin","Cephalexin","Trimethoprim-Sulfamethoxazole","Don't Know","Don't Know","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Somewhat confident","Not at all confident","Somewhat confident","Slightly confident","Slightly confident","Somewhat confident","Don't Know","Intrinsic resistance, decreased permeability","Acquired resistance, target modification","Intrinsic resistance, target protection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21"
"FALSE","43","Small Animal","","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","TRUE","TRUE","FALSE","Don't Know","Inhibition of cell wall synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Bactericidal","Bactericidal","Bacteriostatic","Bactericidal","Don't Know","Don't Know","Don't Know","Don't Know","Chloramphenicol","Erythromycin","Cephalexin","Don't Know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7"
"FALSE","29","Other","","Somewhat confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Not at all confident","Slightly confident","TRUE","TRUE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"FALSE","44","Other","","Very confident","Somewhat confident","Somewhat confident","Slightly confident","Slightly confident","Somewhat confident","Slightly confident","TRUE","TRUE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"FALSE","45","Small Animal","","Somewhat confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Somewhat confident","TRUE","TRUE","FALSE","Inhibition of nucleic acid synthesis","Inhibition of folic acid synthesis","Inhibition of cell wall synthesis","Inhibition of protein synthesis","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Don't Know","Inhibition of folic acid synthesis","Inhibition of cell wall synthesis","Bactericidal","Bacteriostatic","Bactericidal","Bacteriostatic","Don't Know","Don't Know","Bactericidal","Bactericidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10"
"FALSE","46","Other","","Somewhat confident","Slightly confident","Slightly confident","Not at all confident","Not at all confident","Not at all confident","Somewhat confident","FALSE","TRUE","TRUE","Don't Know","Inhibition of cell wall synthesis","Inhibition of nucleic acid synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Inhibition of folic acid synthesis","Don't Know","Bacteriostatic","Bactericidal","Bactericidal","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Chloramphenicol","Don't Know","Don't Know","Clindamycin","Don't Know","Don't Know","Don't Know","Somewhat confident","Slightly confident","Somewhat confident","Somewhat confident","Somewhat confident","Very confident","Don't Know","Don't Know","Don't Know","Don't Know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7"
"FALSE","47","Small Animal","","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","Slightly confident","TRUE","TRUE","FALSE","Inhibition of protein synthesis","Inhibition of cell wall synthesis","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Bactericidal","Bactericidal","Bactericidal","Bacteriostatic","Don't Know","Bacteriostatic","Bactericidal","Bacteriostatic","Amikacin","Don't Know","Cephalexin","Don't Know","Clindamycin, Cefpodoxime, Ciprofloxacin","Don't Know","Oral amoxicillin-clavulanic acid in a dog with bacterial pyodermatitis","Slightly confident","Not at all confident","Not at all confident","Not at all confident","Slightly confident","Slightly confident","Don't Know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15"
